id,stock_code,stock_name,report_quarter,report_year,report_date,quarter_revenue,quarter_net_profit,quarter_deducted_net_profit,revenue_yoy,net_profit_yoy,deducted_net_profit_yoy,basic_eps,eps_yoy,bps,roe,gross_margin,pe_ttm,pb,ps,total_market_cap,float_market_cap,ttm_revenue,ttm_net_profit,ttm_eps,created_at
mm1r4nr9etj6ewue4,600519,贵州茅台,2022Q1,2022,2022-03-31,33187160227.05,17244968587.32,17243064446.83,18.2521743452,23.58,23.43,13.73,23.58,164.610215830063,8.7,92.3676761984,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr95kl0nras8,600519,贵州茅台,2022Q2,2022,2022-06-30,59443518511.24,29793908077.83,29762821731.41,17.1957085759,20.85,20.75,23.72,20.84,152.92421395582,14.57,92.1091025759,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9ejyab3uuw,600519,贵州茅台,2022Q3,2022,2022-09-30,89785880318.36,44399815583.54,44393231516.91,16.5245996196,19.14,18.84,35.34,19.11,164.551135967903,21.91,91.8743753793,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9m1yrc0vct,600519,贵州茅台,2022Q4,2022,2022-12-31,127553959355.97,62717467870.12,62792896829.57,16.5256474801,19.55,19.48,49.93,19.56,157.204574979721,30.26,91.8666548564,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9lhui15pmo,600519,贵州茅台,2023Q1,2023,2023-03-31,39379301807.75,20794882754.55,20778475545.61,18.6582447499,20.59,20.5,16.55,20.54,173.759014147788,10,92.5955758567,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9zjynco25h,600519,贵州茅台,2023Q2,2023,2023-06-30,70987206095.38,35980415090.77,35947449205.45,19.4195900129,20.76,20.78,28.64,20.74,159.939870909701,16.7,91.7980815598,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr90ujm4ht9z,600519,贵州茅台,2023Q3,2023,2023-09-30,105315900448.1,52876217064.12,52815640756.86,17.2967287002,19.09,18.97,42.09,19.1,173.387204504975,24.82,91.7074711036,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9bdozslz0b,600519,贵州茅台,2023Q4,2023,2023-12-31,150560330316.45,74734071550.75,74752564425.52,18.0365792459,19.16,19.05,59.49,19.15,171.683608749697,34.19,91.9649372414,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9jv0h4kfk7,600519,贵州茅台,2024Q1,2024,2024-03-31,46484738134.23,24065262374.15,24051471185.69,18.0435812731,15.73,15.75,19.16,15.77,190.839202162709,10.57,92.6133169925,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9m47a2y3dd,600519,贵州茅台,2024Q2,2024,2024-06-30,83451164646.53,41695610983.37,41670097819.99,17.5580350837,15.88,15.92,33.19,15.89,173.997764205717,17.63,91.7602847624,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9jow44oe8r,600519,贵州茅台,2024Q3,2024,2024-09-30,123122542625.45,60827552118.51,60778641454.76,16.9078383241,15.04,15.08,48.42,15.04,189.229319618519,26.09,91.5313752514,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9ffwj9zt2d,600519,贵州茅台,2024Q4,2024,2024-12-31,174144069958.25,86228146421.62,86240905977.42,15.663979743,15.38,15.37,68.64,15.38,185.564713136315,36.02,91.9312166361,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9gaf33l013,600519,贵州茅台,2025Q1,2025,2025-03-31,51443450583.77,26847474238.76,26849883702.9,10.6673989111,11.56,11.64,21.38,11.59,205.666530124802,10.92,91.9736093542,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr9ofoilfepb,600519,贵州茅台,2025Q2,2025,2025-06-30,91093762553.97,45402962298.1,45390247623.82,9.1581680613,8.89,8.93,36.18,9.01,189.975286050079,17.89,91.2993094819,,,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4nr98tsy4a4bj,600519,贵州茅台,2025Q3,2025,2025-09-30,130903889634.88,64626746712.18,64680616431.2,6.3200018806,6.25,6.42,51.53,6.42,205.283142014385,24.64,91.2933832134,21.68,8.23,4.17,18679.61,18679.61,447585172730.87,223105329670.65997,177.73000000000002,2026-02-25T09:51:10.944Z
mm1r4oji47e9m116e,600845,宝信软件,2020Q4,2020,2020-12-31,10225041913.62,1338123982.63,1236219143.68,49.2915338868,47.91,,0.908,,6.835560198051,18.12,28.9491308343,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4oji1c5j7ydhh,600845,宝信软件,2021Q1,2021,2021-03-31,2018224567.51,403752232.15,367419209.67,55.4957297057,44.39,,0.273,,6.697551669283,4.97,35.3599232508,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojinvqz9ntgv,600845,宝信软件,2021Q2,2021,2021-06-30,4873526207.32,940391474.02,882200868.86,42.728948443,40.44,,0.49,,4.848787624023,11.14,33.870716787,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojio0a8yhked,600845,宝信软件,2021Q3,2021,2021-09-30,7405051766.82,1415428070.67,1325224438.02,23.6303264095,44.57,,0.737,,5.644229977079,16.57,34.4773831271,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojit6bouk6s9,600845,宝信软件,2021Q4,2021,2021-12-31,11759361474.51,1818835200.72,1717746743.39,15.0055087681,35.92,38.95,0.935,2.97,5.931985384338,21.52,32.519353997,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4oji9zw3w39y6,600845,宝信软件,2022Q1,2022,2022-03-31,2497838016.43,454964434.31,441011896.04,23.7641269778,12.68,20.03,0.234,-14.29,6.26186848839,4.91,32.416274767,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojii9ullss04,600845,宝信软件,2022Q2,2022,2022-06-30,4962393941.81,990599487.26,942363527.2,1.8234791547,5.34,6.82,0.423,-13.67,6.714614841455,10.33,36.1669461977,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4oji5svl3xlcb,600845,宝信软件,2022Q3,2022,2022-09-30,7653052582.24,1529507726.06,1469854186.31,3.3490760528,8.06,10.91,0.652,-11.53,4.683186942449,15.99,36.9822342933,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojiw2wn0phe6,600845,宝信软件,2022Q4,2022,2022-12-31,13149886848.21,2185886525.27,2094028913.58,11.8248374005,20.18,21.91,0.933,-0.21,5.031205066584,22.99,33.0371218267,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojibt7rh1wua,600845,宝信软件,2023Q1,2023,2023-03-31,2522490740.15,498913812.01,487150356.72,0.9869624675,9.66,10.46,0.213,-8.97,5.245617516301,4.88,40.264454995,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojiqzqtflvjx,600845,宝信软件,2023Q2,2023,2023-06-30,5676931362.51,1161715660.51,1105329753.3,14.3990466916,17.27,17.29,0.412,-2.6,4.061771780203,11.54,39.4582001516,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4oji2ac4cmvyu,600845,宝信软件,2023Q3,2023,2023-09-30,8818257963.91,1871111153.04,1800213087.7,15.2253675138,22.33,22.48,0.662,1.53,4.389100156141,18.46,39.5663130046,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4oji0nkjl5i6z,600845,宝信软件,2023Q4,2023,2023-12-31,12915641411.44,2553638969.59,2412905582.48,-1.7813494479,16.82,15.23,0.903,-3.22,4.704823219942,24.65,36.9237006856,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojipdatx8hdx,600845,宝信软件,2024Q1,2024,2024-03-31,3391127645.46,589681019.87,586090919.4,34.4356826166,18.19,20.31,0.208,-2.35,4.979981743307,5.07,32.6840463072,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojixukwvukqh,600845,宝信软件,2024Q2,2024,2024-06-30,6742664532.45,1330841441.55,1303332217.92,18.7730501196,14.56,17.91,0.469,13.83,3.6342845849,11.82,36.1269424892,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojiyiz288kwq,600845,宝信软件,2024Q3,2024,2024-09-30,9756533663.8,1930289552.93,1884820033.13,10.6401480171,3.16,4.7,0.68,2.72,3.866010651968,17.41,36.0569340636,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4oji878pm2ld1,600845,宝信软件,2024Q4,2024,2024-12-31,13644424669.39,2265482898.16,2197819113.14,5.6426408471,-11.28,-8.91,0.797,-11.74,3.952499691472,20.67,34.7652357728,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4oji8zur6adkf,600845,宝信软件,2025Q1,2025,2025-03-31,2538047248.93,444637060.93,421718942.92,-25.1562455242,-24.6,-28.05,0.156,-25,4.173639133397,3.8,34.7908519478,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4oji2oi3ofie9,600845,宝信软件,2025Q2,2025,2025-06-30,4714707079.88,712525062.11,670393902.43,-30.0764993247,-46.46,-48.56,0.25,-46.7,3.673167072471,6.3,34.9945061563,,,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4ojimqi04vbgo,600845,宝信软件,2025Q3,2025,2025-09-30,7052425263.03,1097785019.3,1024026489.37,-27.7158721935,-43.13,-45.67,0.385,-43.38,3.830079882058,9.85,35.7991148943,46.09,6.14,1.79,501.5,674.63,27949604261.23,4520430040.5,1.588,2026-02-25T09:51:12.030Z
mm1r4pbpy10mw8uu2,300188,国投智能,2020Q4,2020,2020-12-31,2386098335.14,374620968.32,341065341.29,15.4148379276,29.32,,0.47,,4.092365372378,11.97,57.602687942,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbpybc4gdygu,300188,国投智能,2021Q1,2021,2021-03-31,273865007.72,-31466768.91,-43012412.96,19.1073072298,29.28,,-0.039,,4.026310960818,-0.96,64.0461424299,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbp8vbw0q41j,300188,国投智能,2021Q2,2021,2021-06-30,790499443.54,8086455.44,-7641621.48,29.2450109615,116.02,,0.009,,3.926304199615,0.25,60.2557229588,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbpnifncbcok,300188,国投智能,2021Q3,2021,2021-09-30,1241479787.53,33384796.3,9031440.21,15.1463494452,-51.94,,0.0408,,3.984399695933,1.02,60.7283985992,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbp13t4bbxtf,300188,国投智能,2021Q4,2021,2021-12-31,2535195494.67,310705643.61,273367758.29,6.248575649,-17.06,-19.85,0.39,-17.02,4.310597386034,9.16,58.3722314,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbpe9s7d6mwy,300188,国投智能,2022Q1,2022,2022-03-31,319802888.47,-57769254.96,-64099435.23,16.7739139558,-83.59,,-0.072,-84.62,4.209223098364,-1.68,55.282127765,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbptc8u2zlkb,300188,国投智能,2022Q2,2022,2022-06-30,687762623.13,-112777262.32,-132554884.86,-12.9964443681,-1494.64,,-0.14,-1655.56,4.013825524659,-3.31,52.3781545878,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbptjodhkic6,300188,国投智能,2022Q3,2022,2022-09-30,1103906937.34,-207477552.55,-234073320.44,-11.0813604516,-721.47,,-0.2581,-732.6,3.89805675626,-6.19,47.6030195332,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbpvmv3vxad9,300188,国投智能,2022Q4,2022,2022-12-31,2279694487.08,147863651.64,92022760.39,-10.0781580011,-52.41,-66.34,0.18,-53.85,4.893516891295,4.15,52.2367121932,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbp3a2zfn919,300188,国投智能,2023Q1,2023,2023-03-31,147370949.92,-167372053.17,-173796117.4,-53.9181929766,-189.73,,-0.195,-170.83,4.727793106464,-4.04,55.8432677096,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbp7q1bd4y9g,300188,国投智能,2023Q2,2023,2023-06-30,455165830.29,-278154900.02,-290503095.91,-33.8193418801,-146.64,,-0.324,-131.43,4.564655325188,-6.79,48.3093580948,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbpv4d7vbprr,300188,国投智能,2023Q3,2023,2023-09-30,750487584.54,-397091621.32,-411256575.35,-32.0153212962,-91.39,,-0.462,-79,4.397002428592,-9.93,48.4257926376,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbppulcqvpyu,300188,国投智能,2023Q4,2023,2023-12-31,1983722939.57,-205622734.04,-335204747.41,-12.9829478988,-239.06,,-0.24,-233.33,4.606789440538,-5.04,46.0223255203,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbpis1grw0j2,300188,国投智能,2024Q1,2024,2024-03-31,194202951.14,-34115449.7,-161225560.55,31.7783126494,79.62,,-0.04,79.49,4.564632361883,-4.09,41.2412319174,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbphye8wz2qf,300188,国投智能,2024Q2,2024,2024-06-30,548647606.97,-127587178.98,-266864111.08,20.5379601145,54.13,,-0.148,54.32,4.428473243965,-3.3,43.6476696568,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbpdsxnwi8g8,300188,国投智能,2024Q3,2024,2024-09-30,897375269.22,-241827886.85,-383269156.4,19.5723004225,39.1,,-0.281,39.18,4.303769719785,-6.33,40.7273987579,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbp420d10dm4,300188,国投智能,2024Q4,2024,2024-12-31,1769116515.87,-415012811.83,-575238402.12,-10.81836679,-101.83,,-0.48,-100,4.081530519648,-11.16,40.5755379021,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbptyqijy5y2,300188,国投智能,2025Q1,2025,2025-03-31,215288988.21,-126395521.3,-128321984.53,10.857732566,-270.49,,-0.15,-275,3.935664525245,-3.67,35.1995620074,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbp1g50ysxdg,300188,国投智能,2025Q2,2025,2025-06-30,557588405.64,-208165591.65,-219295330.52,1.6296067925,-63.16,,-0.247,-66.89,3.769250446484,-6.16,36.2886083791,,,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4pbp9w1nk8fix,300188,国投智能,2025Q3,2025,2025-09-30,795151079.71,-365549753.31,-383910138.24,-11.3914649775,-51.16,,-0.426,-51.6,3.599940301938,-11.08,34.9971212152,-24.86,3.92,3.61,120.63,121.19,3337144989.43,-1115123678.09,-1.303,2026-02-25T09:51:13.124Z
mm1r4q5gtboluf1mz,002063,远光软件,2020Q4,2020,2020-12-31,1691519226.39,262885099.41,239179011.49,8.0698937441,15.96,,0.1987,,2.398700217477,10.16,61.429740169,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5g7xosqhuzg,002063,远光软件,2021Q1,2021,2021-03-31,293471848.13,7207236.86,5334866.32,22.4414491548,3.63,,0.0054,,2.405235747922,0.27,65.2761591548,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5g0agwvyc18,002063,远光软件,2021Q2,2021,2021-06-30,751864477.53,83976544.98,78753828.77,15.8833868013,2.55,,0.0635,,2.020837570234,3.13,65.1435141901,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5g030j1wahe,002063,远光软件,2021Q3,2021,2021-09-30,1144826065.59,142513263.24,136513423.74,16.4246511051,2.95,,0.0898,,2.04733090222,5.28,63.0926311682,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5gr9kec426l,002063,远光软件,2021Q4,2021,2021-12-31,1915262774.29,305387468.25,283834008.07,13.2273724359,16.17,18.67,0.1923,-3.22,2.172198105452,11.01,58.9142448862,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5g9s9iy1mx9,002063,远光软件,2022Q1,2022,2022-03-31,366362986.04,7406026.96,4501953.21,24.837523045,2.76,-15.61,0.0047,-12.96,2.177792486591,0.25,53.8552629327,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5gvznedn4ua,002063,远光软件,2022Q2,2022,2022-06-30,895532229.81,86585709.98,79409765.46,19.1081978965,3.11,0.83,0.0545,-14.17,2.187698582498,2.97,58.1278653467,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5goge6i70i1,002063,远光软件,2022Q3,2022,2022-09-30,1344182331.25,146724930.11,136780823.27,17.413672841,2.96,0.2,0.077,-14.25,1.854502605015,5.01,56.4361103471,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5g0kh4sdvfs,002063,远光软件,2022Q4,2022,2022-12-31,2124768402.16,322626596.04,308161654.9,10.9387406617,5.65,8.57,0.1693,-11.96,1.984548849664,10.75,55.6882391821,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5gobaj1kr9y,002063,远光软件,2023Q1,2023,2023-03-31,456423800.06,7852060.32,3142796.34,24.5823998198,4.99,-30.19,0.0041,-12.77,1.993035227107,0.25,53.9296362564,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5gs5h9i9r9e,002063,远光软件,2023Q2,2023,2023-06-30,1083311144.98,90287375.79,79669674.58,20.9684150854,3.64,0.33,0.0474,-13.03,1.999128209199,2.86,58.2593244789,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5gx5dviml2a,002063,远光软件,2023Q3,2023,2023-09-30,1561400207.31,151630060.83,140603238.43,16.1598520536,2.82,2.79,0.0796,3.38,1.700232714189,4.76,59.1940738878,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5g0cg5tnady,002063,远光软件,2023Q4,2023,2023-12-31,2388767020.12,344189886.07,329127937.57,12.424818521,6.68,6.8,0.1807,6.73,1.798464084844,10.48,57.2148802474,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5gr4h2rt4e6,002063,远光软件,2024Q1,2024,2024-03-31,460242638.79,9145437.17,8324673.28,0.8366870285,16.47,164.88,0.0048,17.07,1.80326299597,0.27,60.9618777516,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5gvbvqh8b8n,002063,远光软件,2024Q2,2024,2024-06-30,1044629742.9,56455891.72,54523913.72,-3.570664094,-37.47,-31.56,0.0296,-37.55,1.831598414059,1.63,58.5562737417,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5gdymnel8s8,002063,远光软件,2024Q3,2024,2024-09-30,1538975398.63,110370793.89,108355372.21,-1.4361986488,-27.21,-22.94,0.0579,-27.26,1.834755317076,3.19,56.9929882116,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5guf3mtibhq,002063,远光软件,2024Q4,2024,2024-12-31,2398393258.86,292915290.55,289205332.91,0.4029793889,-14.9,-12.13,0.1538,-14.89,1.928205391623,8.25,55.6062117108,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5gwsrwu4rqm,002063,远光软件,2025Q1,2025,2025-03-31,416640093.59,9388417.57,8290883.36,-9.4738169663,2.66,-0.41,0.0049,2.08,1.933654417588,0.26,54.3890274571,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5glq69nrxi2,002063,远光软件,2025Q2,2025,2025-06-30,1054892016.77,75433504.88,73924738.75,0.9823838484,33.61,35.58,0.0396,33.78,1.967961983706,2.03,52.5245989013,,,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4q5g6slw04mde,002063,远光软件,2025Q3,2025,2025-09-30,1569649561.02,123491667.08,122294291.33,1.9931548235,11.89,12.86,0.0648,11.92,1.972447972646,3.32,51.0706692339,77.03,3.37,2.15,117.11,126.83,5439574930.24,501228880.08,0.2631,2026-02-25T09:51:14.248Z
mm1r4qxbyxap3ah23,000032,深桑达A,2020Q4,2020,2020-12-31,32057725206.07,213731955.64,140003631.34,2035.5784277026,11.25,,0.3012,,6.952697755662,7.69,13.1042584818,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxbndwqj1jim,000032,深桑达A,2021Q1,2021,2021-03-31,8126470864.47,27657145.27,14623740.4,3063.838331847,10.59,,0.039,,3.875107472657,0.96,10.9421306803,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxbi2lysevr3,000032,深桑达A,2021Q2,2021,2021-06-30,17283301907.59,36121899.85,13385283.86,31.1283952146,144.19,,0.0406,,4.365869307866,0.96,10.7331923914,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxb5rikxyld3,000032,深桑达A,2021Q3,2021,2021-09-30,27925122403.29,5082500.37,-17632668.44,30.6963318854,-89.22,,0.0053,,4.348374814411,0.12,10.2097744866,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxb0hqc1wqnx,000032,深桑达A,2021Q4,2021,2021-12-31,44134317283.88,387001298.35,338281308.09,37.6713943369,69.48,141.62,0.3901,29.52,5.443015570134,8.22,11.960365076,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxbrx1zax6h4,000032,深桑达A,2022Q1,2022,2022-03-31,11406168476.17,-124869335.22,-136189322.13,40.3582030428,-564.02,,-0.1097,-381.28,5.181900606689,-2.15,9.7142118149,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxbot3h5mn0j,000032,深桑达A,2022Q2,2022,2022-06-30,22738760329.9,-320488471.88,-356220836.28,31.5649084387,-1018.95,,-0.2814,-793.1,4.887497249612,-5.32,10.334938423,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxbjy6e6d6qs,000032,深桑达A,2022Q3,2022,2022-09-30,34701779380.93,-521390280.9,-569288002.69,24.2672418039,-10860.04,,-0.4579,-8739.62,4.690231835519,-8.84,10.4824949856,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxba3qfryemp,000032,深桑达A,2022Q4,2022,2022-12-31,51051921142.62,-158404699.08,-267038737.58,15.6739795344,-141.93,,-0.1391,-135.66,4.897535039247,-2.69,11.4081760526,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxb8d52z3ybg,000032,深桑达A,2023Q1,2023,2023-03-31,12926328439.38,-56570897.29,-73495169.03,13.3275250702,54.7,,-0.0497,54.69,5.438917616384,-0.96,10.3240067674,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxbv8fojoddb,000032,深桑达A,2023Q2,2023,2023-06-30,26719681577.64,-148833526.78,-183241729.03,17.5072043945,53.56,,-0.1308,53.52,5.282565888736,-2.51,10.656215944,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxblzfccewel,000032,深桑达A,2023Q3,2023,2023-09-30,38671355991.88,-269797188.23,-339551502.42,11.4391154626,48.25,,-0.2371,48.22,5.168734943066,-4.56,10.7794329172,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxbtr9asw8or,000032,深桑达A,2023Q4,2023,2023-12-31,56283718641.15,329641229.16,68582960.48,10.247993379,308.1,,0.2897,308.27,5.702153341787,5.29,11.2761023201,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
mm1r4qxb4pxovwns5,000032,深桑达A,2024Q1,2024,2024-03-31,15375565844.38,17054946.08,5292782.94,18.9476649652,130.15,,0.015,130.18,5.695105167098,0.26,10.2094865205,,,0.16,216.46,241.46,136387406250.73001,-100641528.44000006,-0.08839999999999998,2026-02-25T09:51:15.408Z
